標題,地址,屋齡,類型,建坪,主+陽,格局,樓層,車位,總價(萬),編號
｛延吉｝投資置產金店,台北市大安區延吉街,48.1年,店面,35.7,14.82,1廳,1樓/7樓,無車位,19800,6448YQ
未來捷運三角金店面,台北市文山區木柵路二段,50.7年,店面,32.24,25.41,1廳2室(含加蓋2室),1樓/4樓,無車位,5500,9310RU
仁愛安和角間金店面,台北市大安區安和路一段,60.5年,店面,32.46,32.46,1廳1衛,1樓/4樓,無車位,12500,2199XR
稀有膝蓋救星機能美寓,台北市士林區重慶北路四段,54.3年,公寓,29.54,29.54,2房2廳1衛,1樓/4樓,無車位,2880,4570YR
樟新河岸生活｜靜巷樓中樓,台北市文山區樟新街,34.6年,公寓,71.35,48.42,4房3廳3衛1室,4-5樓/5樓,無車位,3550,3718JT
仁愛圓環企業帷幕商辦,台北市大安區仁愛路四段,41.1年,辦公/大樓,120.83,97.69,1廳,6樓/15樓,坡道平面車位,15280,6127XY
微風黃金屋美廈,台北市中山區八德路二段,41.6年,華廈,38.9,37.47,5房5衛,2樓/6樓,無車位,3600,9013DF
湖適套房湖適,台北市內湖區成功路二段,27.1年,套房/單售車位,242.15,9.14,1房1廳1衛,9樓/11樓,兩個以上車位,4900,8857RT
西門１．２樓收租金雞母,台北市萬華區成都路,60.1年,店面,69.67,60.69,2廳3衛2室,1-2樓/7樓,無車位,18000,9816MG
天母芝玉美寓頂加,台北市士林區芝玉路一段,41.0年,公寓,42.54,41.41,4房3廳2衛1室(含加蓋1房1廳1衛),5樓/5樓,無車位,2980,73571P
康寧景觀雙車豪門別墅,台北市內湖區康寧路三段,37.0年,別墅/透天,81.2,58.5,5房3廳5衛(含加蓋1房1廳1衛),B1-3樓/3樓,無車位,5388,84917L
貴陽優質商四透天,台北市萬華區貴陽街二段,83.2年,透天/店面,47.4,41.4,7房3廳7衛(含加蓋5房3衛),1-2樓/2樓,無車位,7388,2737UR
行善路高ＣＰ辦公,台北市內湖區行善路,23.9年,辦公,63.08,25.37,1廳2室,5樓/5樓,兩個以上車位,3068,6158RW
大直時代廣場豪華辦公台北時代廣場,台北市中山區樂群二路,10.0年,辦公,200.1,99.67,2廳9室(含加蓋2室),6樓/10樓,兩個以上車位,25960,3630UU
近萬華車站面寬雙面金透店,台北市萬華區雙園街,58.5年,店面/土地,50.14,42.04,4房4廳3衛(含加蓋1廳),1-2樓/2樓,無車位,7980,1611FN
大安信義捷運純辦世貿財訊大樓,台北市大安區基隆路二段,35.1年,辦公/大樓,111.77,73.27,1廳6室,9樓/12樓,兩個以上車位,7800,4163KU
正成功路人潮金店面翠湖大樓,台北市內湖區成功路四段,42.0年,店面,39.06,24.58,1廳1衛,1樓/14樓,無車位,16000,77149B
集英平面車位編號８,台北市中山區撫順街,48.9年,單售車位,9.94,0,,--,坡道平面車位,180,65003A
青木淳雙敦設籍輕鬆居青木淳,台北市松山區南京東路四段,16.8年,大樓,8.65,5.48,1房1廳1衛,3樓/15樓,無車位,1588,0679ZC
天母新光三越商圈精選店面天母華琪-忠座,台北市士林區天母東路,49.2年,店面,26.14,21.83,1廳1衛,1樓/7樓,無車位,4446,4670GK
專約近松江南京站一樓,台北市中山區松江路,53.1年,公寓/店面,19.05,19.05,1廳1衛3室(含加蓋1衛1室),1樓/4樓,無車位,3498,5645KU
師大泰順９米大面寬一樓,台北市大安區泰順街,53.1年,公寓,34.87,34.87,2廳3衛1室(含加蓋1室),1樓/4樓,無車位,5980,4738YY
捷運出口２樓藥妝餐飲珍棒,台北市大同區延平北路三段,53.4年,辦公/店面,190.9,190.9,14房2廳5衛,2樓/7樓,無車位,13649,43906F
內湖潭美段千坪土地,台北市內湖區安康路,,土地,1117.13,,,,無車位,46800,41287T
內湖大湖稀有土地,台北市內湖區大湖山莊街,,土地,314.42,,,,無車位,2358,4255FY
信義世爵☆車位Ａ信義世爵,台北市信義區基隆路二段,16.5年,單售車位,0.41,0,,--,塔式車位,188,61615T
信義世爵☆車位Ｂ信義世爵,台北市信義區基隆路二段,16.5年,單售車位,0.41,0,,--,塔式車位,188,78761D
稀有誠售陽明霸景泳池別墅,台北市北投區登山路,35.0年,別墅/透天,39.27,38.06,5房2廳4.5衛(含加蓋4房4.5衛),1-1樓/1樓,其他,15800,85219M
星雲成功租補習班店面,台北市內湖區星雲街,42.7年,店面/辦公,31.01,21.98,3房1廳1衛,1樓/5樓,無車位,3500,63085G
★明水坡平大車位ｘ３狀元第小登科,台北市中山區明水路,33.3年,單售車位,28.48,0,,--,兩個以上車位,550,06490P
臨江街坡心市場金店面,台北市大安區臨江街,26.1年,店面,9.82,6.15,1廳,1樓/8樓,坡道機械車位,2280,9705GH
安和路遠砌車位＊３可單買遠砌CASA,台北市大安區安和路二段,16.4年,單售車位,21.38,0,,--,兩個以上車位,640,0531QK
大安庭院附車位,台北市大安區通化街,44.8年,公寓,33.6,29.8,5房2廳2衛1室(含加蓋1房1衛1室),1樓/5樓,其他,3600,8141US
＄近大直探吉大面寬金店＄,台北市內湖區文湖街,44.8年,公寓/店面,57.14,26.69,2廳1衛(含加蓋1廳),1樓/4樓,無車位,4980,0246VF
長安東路二段車位達永APPLE,台北市中山區長安東路二段,18.5年,單售車位,6.73,0,,--,升降機械車位,120,6696JD
商一大馬路旁店辦,台北市南港區南港路三段,47.7年,公寓/辦公,21.89,16.55,1房1廳1衛1室(含加蓋1房1室),1樓/5樓,無車位,3950,4318TU
基泰之星獨立權狀車位,台北市中山區農安街,16.3年,單售車位,3.67,0,,--,坡道機械車位,95,9703XN
潛力商二連鎖捷運店面,台北市大安區和平東路二段,50.5年,店面,26.47,19.11,2廳1衛(含加蓋1廳1衛),1樓/4樓,無車位,7232,2510JX
中山站精緻美屋,台北市中山區長春路,40.9年,大樓,14.65,10.65,2廳,12樓/12樓,無車位,1288,9277VD
⭐７８０萬．擁有東區店面太平洋頂好大樓,台北市大安區忠孝東路四段,37.7年,店面,9.67,4.62,1廳,3樓/15樓,無車位,780,8289NX
師大路都更黃金店面,台北市中正區師大路,69.3年,其它,23.74,23.74,1廳1衛2室(含加蓋1衛1室),1樓/3樓,無車位,4850,4083PR
松江捷運好屋,台北市中山區松江路,46.8年,公寓,37.16,37.16,7房6衛(含加蓋1房),5樓/5樓,無車位,3085,1299QZ
近後山埤捷運站遠雄大車位,台北市南港區忠孝東路六段,20.8年,單售車位,12.92,0,,--,坡道平面車位,285,4035CF
近後山埤捷運遠雄坡平車位,台北市南港區忠孝東路六段,20.8年,單售車位,12.92,0,,--,坡道平面車位,288,8785TK
昆陽２樓大空間美寓,台北市南港區東新街,39.2年,公寓,40.64,35.85,3房2廳2衛1室(含加蓋1房),2樓/5樓,無車位,3150,7419BU
稀有昌吉街一樓店面,台北市大同區昌吉街,50.2年,店面,15.98,12.14,1房2廳1衛,1樓/5樓,無車位,1980,9898KK
信義世貿Ｗ１１０坡平車位W110,台北市信義區光復南路,17.1年,單售車位,7.21,0,,--,坡道平面車位,395,1256QS
靠近永盛公園兩房小資宅,台北市中山區林森北路,41.1年,大樓,19.97,16.3,2房2廳1衛,6樓/13樓,無車位,1528,1987DU
松菸大巨蛋電梯美２房,台北市信義區忠孝東路四段,31.2年,華廈,17.59,9.21,2房2衛,5樓/7樓,無車位,1980,0788GZ
光復ｖｓ信義店辦貳樓三富大樓,台北市信義區光復南路,43.6年,辦公/店面/大樓,83.77,73.05,1廳1衛8室,2樓/12樓,無車位,8366,5757RD
金華國中２樓美寓,台北市大安區潮州街,42.9年,公寓,27.13,27.13,3房2廳1衛,2樓/5樓,無車位,3100,5914FH
車位－萬隆ＮＯ４萬隆NO4,台北市文山區羅斯福路五段,13.9年,單售車位,7.56,0,,--,兩個以上車位,600,32849S
延平北商業透天土地,台北市士林區延平北路五段,64.9年,透天,47.83,43.75,1房4廳2衛2室(含加蓋2衛2室),1-2樓/2樓,無車位,11888,00491U
ＡＡ馬偕公寓１樓,台北市中山區民生西路,37.6年,公寓,28.77,23.7,2廳1衛,1樓/5樓,無車位,9880,61919S
南港軟體園區店辦南港軟體園區一期,台北市南港區三重路,26.3年,店面/辦公/大樓,145.53,86.6,2廳5室,1樓/16樓,兩個以上車位,20800,8304LD
民生東路商三投資聖品,台北市中山區民生東路一段,33.5年,辦公,1093.55,397.5,4廳34衛41室,B1-3樓/11樓,兩個以上車位,45000,1542WX
稀有港墘站科工土地,台北市內湖區瑞光路,,土地,136.16,,,,無車位,38888,5136FH
復興南角間店面,台北市大安區復興南路一段,52.4年,店面,38.74,18.59,2房5廳2衛2室(含加蓋2房3廳2衛2室),1樓/5樓,無車位,12500,28959X
東門商圈六荷倉儲車位,台北市中正區新生南路一段,25.9年,單售車位,3.17,0,,--,塔式車位,140,66709B
中山北三段辦公,台北市中山區中山北路三段,47.7年,辦公/店面/大樓,6.49,3.93,1房,2樓/14樓,無車位,550,96606M
中山北路二樓店辦,台北市中山區中山北路三段,47.7年,辦公/店面/大樓,6.52,3.96,1房,2樓/14樓,無車位,550,53114A
北醫商圈店辦大空間,台北市信義區吳興街,33.2年,店面,107.3,36.12,12房11衛,B1-1樓/6樓,無車位,7680,9554DW
陽明山千坪土地別墅,台北市士林區中庸五路,37.4年,別墅/透天/土地,101.48,62.17,2房2廳2衛,B1-2樓/2樓,其他,12000,7849VS
正康樂街面寬角間大店面,台北市內湖區康樂街,40.9年,店面/公寓,32.98,28.56,3廳3衛,1樓/5樓,無車位,9888,9542LS
光明Ｂ１坡道平面車位光明大廈,台北市松山區八德路三段,48.0年,單售車位,8.13,0,,--,坡道平面車位,300,2495KX
土持大透天門前停車方便,台北市萬華區武成街,55.8年,透天,63.48,63.48,9房6廳6衛(含加蓋2房4廳1衛),1-3樓/3樓,無車位,7000,9411KG
水岫坡機車位－雙出入口水岫,台北市中正區重慶南路三段,13.6年,單售車位,4.89,0,,--,坡道機械車位,160,4658GY
興城街－近寧夏夜市,台北市大同區興城街,71.2年,透天,5.17,5.17,1廳1衛,1-1樓/1樓,無車位,550,1105ZD
【雙敦學區】置產收租美廈,台北市松山區市民大道四段,47.1年,華廈,34.05,34.05,5房2廳3衛,2樓/7樓,無車位,3400,8136FV
出價來談華廈四房車位,台北市士林區中山北路六段,40.3年,華廈,62.53,50.39,4房2廳2衛,2樓/7樓,坡道平面車位,4360,2991PK
仁愛路稀有塔式車位旅行與閱讀,台北市中正區仁愛路二段,16.6年,單售車位,0.38,0,,--,塔式車位,160,7358SS
然花苑店面Ｂ然花苑,台北市中山區八德路二段,6.9年,店面/辦公,70.04,42.08,2廳,1-2樓/13樓,無車位,12600,08733U
北投持分住宅用地,台北市北投區桃源段四小段,,土地,67.31,,,,無車位,3980,18795S
未來北士科腹地長期推薦,台北市北投區大度路一段,,土地,144.6,,,,無車位,2600,6089KZ
繡球獨立進出鄰路農場Ａ,台北市北投區竹子湖路,,土地,375.06,,,,無車位,2999,6844NN
信義計劃翰邑之星,台北市信義區信義路五段,31.8年,華廈,91.11,52.96,5房2廳3衛,2樓/7樓,兩個以上車位,11000,80819H
אֵל電梯中華路稀有採光,台北市萬華區中華路一段,13.3年,大樓/辦公,38.41,23.85,1房1廳2衛,2樓/15樓,無車位,3650,09034F
７３７人潮金店面,台北市內湖區內湖路一段,46.5年,店面,22.74,16.15,2廳1衛(含加蓋1廳),1樓/4樓,無車位,6980,27280H
近小巨蛋機械車位,台北市松山區南京東路四段,33.3年,單售車位,7.2,0,,--,坡道機械車位,150,03806A
公館●世界健身金店戀戀台大,台北市中正區羅斯福路四段,19.8年,店面,65.45,26.63,1廳,2樓/15樓,無車位,10000,48947M
大直金元泰車位金元泰商業大樓,台北市中山區樂群三路,21.4年,單售車位,107.97,0,,--,兩個以上車位,2348,48399F
內科辦公．文湖大廈,台北市內湖區文湖街,24.4年,辦公,104.73,51.68,3廳1衛9室(含加蓋2廳1室),3樓/9樓,兩個以上車位,5188,57965H
獨立柱邊坡道平面大車位,台北市信義區松隆路,25.4年,單售車位,10.28,0,,--,坡道平面車位,360,7554BN
☆蚵仔之家人潮黃金店面,台北市中山區長春路,51.7年,店面,35.61,28.27,1廳1衛,1樓/6樓,無車位,9200,7690XQ
玉成大賞Ａ棟,台北市南港區成福路,預售,大樓,26.95,13.96,3房1衛,2樓/11樓,升降機械車位,2288,3650FM
稀有＊大直明水商辦５３７銘家,台北市中山區明水路,31.8年,辦公/廠房/大樓,78.28,0,1廳1衛,-1樓/15樓,無車位,4280,1430RC
ＮＥＷ全家便利商店金店,台北市大安區仁愛路四段,41.9年,店面,63.72,51.1,1廳1衛2室(含加蓋1室),1樓/7樓,無車位,15800,4936FK
１３車位收租套房,台北市中山區林森北路,22.2年,華廈,41.2,4.02,1房1廳1衛(含加蓋1房1衛),1樓/7樓,兩個以上車位,3188,3129XN
玉成大賞Ｂ５套房,台北市南港區成福路,預售,大樓,15.34,9.82,1房1廳1衛,5樓/11樓,無車位,1598,1222DB
玉成大賞Ｂ８套房,台北市南港區成福路,預售,大樓,15.34,9.82,1房1廳1衛,8樓/11樓,無車位,1598,0898XK
玉成大賞Ｃ５套房,台北市南港區成福路,預售,大樓,15.34,9.82,1房1廳1衛,5樓/11樓,無車位,1598,7393LZ
松山捷運方正公寓三樓,台北市南港區八德路四段,46.9年,公寓,22.27,22.27,3房2廳1衛,3樓/5樓,無車位,1860,4004UY
近西門貴陽機械車位３,台北市萬華區貴陽街二段,31.4年,單售車位,3.82,0,,--,升降機械車位,75,6012CZ
民生麗都機械車位２,台北市松山區塔悠路,20.1年,單售車位,3.34,0,,--,塔式車位,125,9118CY
民生麗都機械車位１,台北市松山區塔悠路,20.1年,單售車位,3.34,0,,--,塔式車位,125,0649BG
【角窗金店】正馬路近捷運,台北市信義區和平東路三段,23.6年,店面,27.53,19.22,1房3廳1衛(含加蓋1房1廳),1樓/9樓,無車位,4600,3553JU
近芳和國中美寓,台北市大安區辛亥路三段,50.4年,公寓,30.73,30.73,4房2廳1衛,2樓/4樓,無車位,2308,3039GB
新接忠孝２１６巷人潮住辦,台北市大安區忠孝東路四段,50.0年,華廈/辦公,6.79,6.79,1廳1衛,2樓/7樓,無車位,1180,8773BD
景美商辦二樓,台北市文山區羅斯福路六段,24.5年,辦公,58.57,37.08,1廳1衛5室(含加蓋1室),2樓/10樓,升降機械車位,4920,7833TD
建中實小黃金地段,台北市中正區寧波西街,35.0年,店面,220.39,183.88,6房4廳7衛,1樓/7樓,無車位,17800,1313BM
捷運站１樓住辦倉儲好地方,台北市大同區伊寧街,54.1年,店面,17.88,14.17,1房1廳1衛(含加蓋1房),1樓/4樓,無車位,2280,0904UV
東區邊間金店面,台北市大安區忠孝東路四段,61.8年,店面,27.86,27.86,3廳1衛2室,1樓/4樓,無車位,14000,0339WQ
近捷運永春站室內大車位,台北市信義區虎林街,19.5年,單售車位,3.83,0,,--,塔式車位,188,0783CZ
新生南路黑土地下室,台北市中正區新生南路一段,49.2年,其它,44.33,36.05,1廳1衛1室(含加蓋1衛1室),-1樓/7樓,無車位,2998,3886YM
美孚時代金融景觀辦公,台北市中山區民權東路三段,34.6年,辦公/大樓,269.48,219.78,1廳2衛3室,5樓/20樓,兩個以上車位,27500,5255FP
正延吉街角窗店面,台北市大安區延吉街,53.1年,店面,26.23,20.59,1廳1衛,1樓/4樓,無車位,15980,0193AU
【美德街】士林站透天厝,台北市士林區美德街,60.4年,店面,77.12,74.92,11房10廳6衛(含加蓋2房3廳1衛),1-3樓/3樓,無車位,18000,8521BJ
稀有正新生南路大土持透天,台北市大安區新生南路三段,66.0年,透天,27.21,27.21,7房3廳2衛(含加蓋7房3廳2衛),1-1樓/1樓,無車位,8350,9375DR
松江路收租美屋,台北市中山區松江路,29.2年,華廈,23.08,9.19,1房1廳1衛,2樓/6樓,升降機械車位,1388,1590MB
基泰之星Ｂ６便宜車位,台北市中山區農安街,16.3年,單售車位,3.67,0,,--,升降機械車位,130,3597DZ
社子國小旁黃金角地,台北市士林區社中街,,土地,29.95,,,,無車位,3200,1270WC
【精選】寶徠花園寶徠花園廣場,台北市信義區信義路五段,18.3年,大樓,102.19,62.39,3房2廳4衛2室(含加蓋1室),21樓/27樓,坡道平面車位,19680,41947K
近捷運近廣慈★千坪大賣場東方麒麟,台北市信義區林口街,35.0年,店面/辦公/大樓,1140.2,30.21,2廳,-2樓/12樓,無車位,29880,01957T
圓山捷運鬧中取靜稀有一樓,台北市大同區民族西路,50.4年,公寓,20.54,18.63,3房1廳2衛1室(含加蓋1衛1室),1樓/4樓,無車位,2150,20833D
天母屈臣氏金辦公店面天母東宮,台北市士林區天母東路,40.4年,辦公/大樓,55.02,45.69,1廳,2樓/12樓,無車位,4980,48106D
京華ＤＣ坡平車位,台北市中山區龍江路,26.4年,單售車位,10.63,0,,--,坡道平面車位,120,5744XF
明水路坡平車位,台北市中山區明水路,33.3年,單售車位,9.49,0,,--,坡道平面車位,180,7804VN
低總價～立業首選之６成功國宅36~3...,台北市大安區四維路,40.4年,辦公/大樓,15.23,9,1廳,2樓/19樓,無車位,1088,1660JW
仙女下凡公寓一樓,台北市中山區新生北路二段,58.0年,公寓/店面,20.28,20.28,2廳1衛,1樓/4樓,無車位,2600,9655FV
大直站方正角間店面大觀樓,台北市中山區明水路,29.4年,店面,66.39,39.18,3房2廳2衛1室(含加蓋1房1室),1樓/16樓,坡道平面車位,6990,3696YR
陽明山透天,台北市士林區格致路,56.0年,透天,43.85,43.85,23房2廳6衛(含加蓋13房2廳4衛),1-2樓/2樓,無車位,2780,0512AN
金蛇賀喜富貴店面,台北市中正區新生南路一段,47.3年,店面,23.11,16.6,1廳1衛,1樓/7樓,無車位,4998,9474XJ
中山區★林森北★整棟公寓,台北市中山區林森北路,57.1年,店面,118.92,118.92,12房4廳13衛(含加蓋3房),1-4樓/4樓,無車位,8988,1760VN
正八德路金店面商三特,台北市中山區八德路二段,59.3年,店面,27.75,22.76,1廳1衛3室,1樓/4樓,無車位,6800,9860PB
信義世貿Ｗ１１０車位W110,台北市信義區光復南路,17.1年,單售車位,14.42,0,,--,坡道機械車位,150,8336XK
店長推薦面寶清公園美寓,台北市松山區寶清街,56.0年,公寓,15.44,15.44,4房4衛(含加蓋2房2衛),4樓/4樓,無車位,1570,2070MB
新東街面寬熱鬧１樓,台北市松山區新東街,51.5年,公寓,28.94,28.94,4房2廳1衛,1樓/4樓,無車位,2698,2279AG
光復南路車位,台北市松山區光復南路,35.0年,單售車位,5.52,0,,--,升降機械車位,270,5981RW
